#,Company,Email,Person,Title,City,Notes
,Tech Prastish Software Solutions Pvt Ltd,hr@tech-prastish.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on tech-prastish.com; MX OK
,SK International,careers@skinternational.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on skinternational.com; MX OK
,TestUnity,hr@testunity.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on testunity.com; MX OK
,Tiger Analytics,careers@tigeranalytics.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on tigeranalytics.com; MX OK
,U T Starcom India Telecom Private Limited,recruitment@utstar.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on utstar.com; MX OK
,Unico Connect,careers@unicoconnect.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on unicoconnect.com; MX OK
,United Techno Solutions Inc.,careers@unitedtechno.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on unitedtechno.com; MX OK
,Ukvalley Technologies,hr@ukvalley.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on ukvalley.com; MX OK
,Unyscape Infocom,hr@unyscape.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on unyscape.com; MX OK
,UpGuard,careers@upguard.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on upguard.com; MX OK
,Unisys,careers@unisys.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on unisys.com; MX OK
,VRIZE,careers@vrize.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on vrize.com; MX OK
,VerSe Innovation,hr@verse.in,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on verse.in; MX OK
,Value Point Systems,hr@valuepointsystems.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on valuepointsystems.com; MX OK
,VBeyond Corporation,career@vbeyond.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on vbeyond.com; MX OK
,VKAPS IT Solutions Pvt. Ltd.,careers@vkaps.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on vkaps.com; MX OK
,Viral,hr@viralbulls.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on viralbulls.com; MX OK
,Vinfotech,jobs@vinfotech.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on vinfotech.com; MX OK
,Vinsol - Soho West,hr@vinsol.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on vinsol.com; MX OK
,Wbcom Designs,hr@wbcomdesigns.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on wbcomdesigns.com; MX OK
,WARP Drivetech,careers@warpdrivetech.in,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on warpdrivetech.in; MX OK
,Virtual Space Infotech Pvt Ltd_1,career@weddingplz.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on weddingplz.com; MX OK
,Waterfield Advisors Pvt. Ltd.,careers@waterfieldadvisors.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on waterfieldadvisors.com; MX OK
,Vserv,careers@vserv.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on vserv.com; MX OK
,VyntraPro Innovations hiring Business Analyst Intern - Paid - 5-12 LPA,careers@vyntrapro.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on vyntrapro.com; MX OK
,WeDapt,hr@wedapt.in,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on wedapt.in; MX OK
,Webguruz Technologies,jobs@webguruz.in,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on webguruz.in; MX OK
,We're Hiring,hr@codesfortomorrow.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on codesfortomorrow.com; MX OK
,We DroneAcharya Aerial Innovations Limited,talent@droneacharya.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on droneacharya.com; MX OK
,Webority,careers@webority.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on webority.com; MX OK
,Whitelotus Corporation,career@whitelotuscorporation.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on whitelotuscorporation.com; MX OK
,WebDataGuru,careers@webdataguru.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on webdataguru.com; MX OK
,WonderBiz technologies Pvt Ltd,joinus@wonderbiz.in,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on wonderbiz.in; MX OK
,WebSenor,career@websenor.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on websenor.com; MX OK
,Weaverbird Engineering & Technology,careers@weavertec.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on weavertec.com; MX OK
,Wobot Intelligence,hiring@wobot.ai,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on wobot.ai; MX OK
,Websultanate Software Technologies,hr@websultanate.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on websultanate.com; MX OK
,Wooden Street,hr@woodenstreet.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on woodenstreet.com; MX OK
,Wooqer,hr@wooqer.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on wooqer.com; MX OK
,XDuce,careers@xduce.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on xduce.com; MX OK
,Workruit,careers@workruit.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on workruit.com; MX OK
,ZiMetrics Technologies,recruitment@zimetrics.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on zimetrics.com; MX OK
,WovV Technologies,careers@WovVTech.com,HR / Talent team,HR,Other,VERIFIED careers/HR inbox on WovVTech.com; MX OK
